benefits_n_reviews,benefits_rating,ceo_score,company,cotype,culture_score,employee_count,end_date,founded,industry,interview_difficulty,interview_n_reviews,location,negative_xp,neutral_xp,number_reviews,positive_xp,recommendation,revenue,reviewscon,reviewspro,start_date,ticker,website,year
140,3.6,72,Fluor, Company - Public (FLR) ,3.8,10000+ employees,, 1890, Construction, 2.6,249,"Irving, TX",7,14,1600,79,77, $10+ billion (USD) per year,No job security for project based employees No cons as per my opinion i just wanted to learn on more areas,The work environment is welcoming Bat work life balance with lots of learning,,FLR,www.fluor.com,2012
361,4.0,88,Procter & Gamble, Company - Public (PG) ,4.0,10000+ employees,, 1837, $10+ billion (USD) per year, 3.3,"2,698","Cincinnati, OH",9,21,6638,70,84,,algumas pessoas com a mentalidade muito fora da P G Work life balance could be improved,People at P G are known for being top notch they re always happy to help regardless of their ranking in the company Work life balance is well promoted,,PG,www.pg.com,2012
273,3.7,53,J. Crew, Company - Private,3.7,10000+ employees,, 1983," Department, Clothing, & Shoe Stores", 2.2,678,"New York, NY",8,15,2476,77,67, $2 to $5 billion (USD) per year,Lack of benefits for part time employees At the time I worked there you had on call shifts which could be a bit irritating,Great discount and gave monthly items Also offered a nice employee discount,,,www.jcrew.com,2012
714,4.4,92,Costco Wholesale, Company - Public (COST) ,4.0,10000+ employees,, 1976, General Merchandise & Superstores, 2.5,"1,204","Issaquah, WA",12,16,6001,72,82, $10+ billion (USD) per year,No weekends off unless you are a full time employee if limited part time hard to move to,great benefits even for part time employees Great pay for little experience,,COST,www.costco.com,2012
519,4.3,96,SAP, Company - Public (SAP) ,4.5,10000+ employees,, 1972, Computer Hardware & Software, 2.9,"2,184","Walldorf, Baden-Württemberg (Germany)",13,13,11342,74,92, $10+ billion (USD) per year,Work life balance sometimes is a problem Honestly no cons for this company,Good work life balance is encouraged Everything is good especially the work environment,,SAP,www.sap.com/careers,2012
775,3.9,63,Qualcomm, Company - Public (QCOM) ,3.8,10000+ employees,, 1985, Computer Hardware & Software, 3.1,"2,019","San Diego, CA",13,24,5039,63,71, $10+ billion (USD) per year,Employee should learn work life balance long hours little growth for non engineer,Good work life balance and we can learn more Good benefits for the employees,,QCOM,www.qualcomm.com,2012
308,4.2,83,Citrix, Company - Public (CTXS) ,3.7,5001 to 10000 employees,, 1989, Computer Hardware & Software, 3.0,742,"Fort Lauderdale, FL",21,19,2537,60,72, $2 to $5 billion (USD) per year,There is no work life balance at all Middle management struggle to take control and take credit,Excellent work life balance at Citrix Very laid back work environment,,CTXS,jobs.citrix.com,2012
257,3.8,78,Wayfair, Company - Public (W) ,3.3,5001 to 10000 employees,, 2002, Home Furniture & Housewares Stores, 2.8,"1,469","Boston, MA",29,21,1734,50,57, $5 to $10 billion (USD) per year, I think our salaries are slightly below average,They give a work life balance that no other company has been able to provide fringe benefits,,W,www.wayfair.com,2012
143,3.6,80,National Instruments, Company - Public (NATI) ,3.6,5001 to 10000 employees,, 1976, Electrical & Electronic Manufacturing, 3.0,715,"Austin, TX",8,19,1357,73,65, $1 to $2 billion (USD) per year,Low salary all the opportunities are in Austin only Low pay plus as an intern you will not be given that many important responsibilities,Great work life balance with very flexible work hours Incredible people incredible work environment,,NATI,www.ni.com,2012
321,4.5,91,Southwest Airlines, Company - Public (LUV) ,4.3,10000+ employees,, 1967, Airlines, 2.6,"1,133","Dallas, TX",8,12,1777,80,84, $10+ billion (USD) per year,Sometimes there s mandatory overtime but they make you aware of that going in The airline doesn t fly to Asia or Europe,Great company culture with great benefits Flight Benefits amp other travel benefits it s such an awesome perk to be able to jump on a plane anytime I need without too much hassle,,LUV,www.southwest.com,2012
377,4.2,92,Chevron, Company - Public (CVX) ,4.0,10000+ employees,, 1879, Oil & Gas Exploration & Production, 2.8,618,"San Ramon, CA",7,17,2497,76,82, $10+ billion (USD) per year,Since the down of oil prices they cut down facilities and salaries for intern Work Life Balance was not so easy,Competitve pay with good work life balance Good and standard work environment,,CVX,www.chevron.com,2012
197,4.0,79,Dow, Company - Public (DOW) ,3.8,10000+ employees,, 1897, Chemical Manufacturing, 2.9,601,"Midland, MI",6,17,1827,77,79, $10+ billion (USD) per year,Midland is not a town for singles 30 somethings Very poor work life balance for Supply Chain jobs at HQ,Work life balance is also excellent Awesome benefits with a very positive work environment,,DOW,www.dow.com,2012
18,4.4,70,United Space Alliance, Company - Private,4.0,5001 to 10000 employees,, 1995, Commercial Equipment Repair & Maintenance, 2.7,21,"Houston, TX",5,10,223,85,64, $50 to $100 million (USD) per year,The company was not able to survive the cancelation of the Constellation program and the Space Shuttle program Parent companies hampered our ability to expand customer business base,It was very interesting work launching people into space for the Shuttle program Good benefits even after cost increases,,,www.unitedspacealliance.com,2012
719,4.6,96,Salesforce, Company - Public (CRM) ,4.3,10000+ employees,, 1999, Computer Hardware & Software, 3.2,"5,489","San Francisco, CA",9,5,5124,86,86, $10+ billion (USD) per year,Difficult to maintain work life balance There is no cons for working here,Salesforce is really a healthy organization The work life balance is amazing,,CRM,www.salesforce.com,2012
225,3.8,71,Rackspace, Company - Private,3.3,5001 to 10000 employees,, 1998, IT Services, 3.2,481,"San Antonio, TX",23,15,1550,62,56, $2 to $5 billion (USD) per year,Some challenges with silos but most Rackers genuinely want to help each other Too many middle management tiers,Frontline Rackers are like family Relevant offerings and great culture,,,www.rackspace.com,2012
228,4.1,89,General Mills, Company - Public (GIS) ,3.7,10000+ employees,, 1866, Food & Beverage Manufacturing, 3.2,718,"Minneapolis, MN",10,17,2100,73,76, $10+ billion (USD) per year,Work life balance can be a challenge in our digital age Decision making tension between region amp local markets hasn t been fully resolved yet,Flexibility in work life balance flexibility great people great opportunities for growth,,GIS,www.generalmills.com,2012
2303,4.5,91,Apple, Company - Public (AAPL) ,4.0,10000+ employees,, 1976, Computer Hardware & Software, 3.0,"7,031","Cupertino, CA",15,20,14921,65,77, $10+ billion (USD) per year,Work life balance is non existent working in a mall with long hours,Great company with great benefits It s a really fun work environment,,AAPL,www.apple.com,2012
397,4.2,88,Trader Joe's, Company - Private,4.2,10000+ employees,, 1967, Grocery Stores & Supermarkets, 2.3,811,"Monrovia, CA",11,17,2765,72,84, $10+ billion (USD) per year,Management is not a diverse representation of the crew members Mates captains sometimes pick favorites which leads to distrust in the store,Awesome place to work and great benefits Work environment is stellar I ve been working there for 6 years,,,www.traderjoes.com,2012
224,4.1,81,REI, Company - Private,3.8,5001 to 10000 employees,, 1938, Sporting Goods Stores, 2.4,451,"Kent, WA",14,12,1568,74,77, $2 to $5 billion (USD) per year,They keep expenses down by not providing full time work for most of the staff When you are working part time you cannot expect large paychecks,Great coworkers and management really does a good job of working with you to create a satisfying work life balance great company with great people,,,www.rei.com,2012
187,3.4,95,Slalom, Company - Private,4.3,5001 to 10000 employees,, 2001, Consulting, 2.8,983,"Seattle, WA",15,8,1257,77,84, $1 to $2 billion (USD) per year,Lower salary compared to market industry Some roles can be more staff aug rather than consulting Our current 401k match is 50 of contributions up to 6 of your salary in total,Higher management really care about your work life balance Collaborative space with great people,,,www.slalom.com,2012
179,4.2,26,CareerBuilder, Company - Private,2.4,1001 to 5000 employees,, 1995, Internet, 2.7,166,"Chicago, IL",22,17,1163,61,28, $100 to $500 million (USD) per year,Since our leveraged buyout by Apollo Global these reason to work here no longer exist 95 of the sales reps that were in my hiring class are gone,Amazing flexibility and work life balance Great Benefits Great Work Life Balance,,,hiring.careerbuilder.com,2012
1243,4.6,92,Google, Company - Public (GOOG) ,4.4,10000+ employees,, 1998, Internet, 3.3,"9,869","Mountain View, CA",16,23,9301,61,86, $10+ billion (USD) per year,Work life balance is questionable It s a big company with inexperienced management,It s great they always have free food Very smart people with great work life balance,,GOOG,www.google.com,2012
178,4.2,33,MITRE, Nonprofit Organization,3.3,5001 to 10000 employees,, 1958, Federal Agencies, 2.8,230,"Bedford, MA",13,16,934,71,57, $1 to $2 billion (USD) per year,The seniors seem to forget what is like to be in the trenches solving problems for sponsors Lots of turnover in upper management,Great work life balance little to no overtime is expected Fair employment practices Low Stress for the most part Great Benefits,,,www.mitre.org,2012
488,4.7,91,Facebook, Company - Public (FB) ,4.4,10000+ employees,, 2004, Internet, 3.1,"5,197","Menlo Park, CA",21,22,1444,57,87, $10+ billion (USD) per year,Work life balance can be better sometimes long hours and disconnect to overall strategy,Free food great atmosphere like a university campus Working with really smart people,,FB,www.facebook.com,2012
238,4.8,97,McKinsey & Company, Company - Private,4.5,10000+ employees,, 1926, Consulting, 3.8,"2,214","New York, NY",13,21,3586,66,91, Unknown / Non-Applicable,Can require long hours at times Work life balance is absolutely brutal,Working with incredibly smart people who are always pushing you to get to a better answer Great people truly global opportunities,,,www.mckinsey.com,2012
113,4.8,99,Bain & Company, Company - Private,4.6,5001 to 10000 employees,, 1973, Consulting, 3.6,"1,203","Boston, MA",7,18,2679,75,94, $2 to $5 billion (USD) per year,Client service model can mean long hours Work life balance pode melhorar,Great people amp team A Bainie never lets another Bainie fail World class professional development,,,www.bain.com,2012
266,3.5,86,Eaton, Unknown,3.7,10000+ employees,, 1911, Electrical & Electronic Manufacturing, 2.9,794,"Dublin, Co. Dublin (Ireland)",17,18,2704,65,77, $10+ billion (USD) per year,Many other initiatives which will disturb the work life balance plano de carreira visando efetivar estagi,Good place to work with work life balance Very stable work environment and experienced employees,,,www.eaton.com,2013
225,4.3,83,Turner Broadcasting, Subsidiary or Business Segment,3.9,5001 to 10000 employees,, 1970, TV Broadcast & Cable Networks, 2.8,330,"Atlanta, GA",15,21,1142,64,80, $500 million to $1 billion (USD) per year,Some team s have unrealistic expectations of their employees and it can lead to poor work life balance Some of the tech was decided by upper management with no tech experience,The company has great benefits and great people Incredible culture and work life balance,,,www.turner.com,2013
207,4.0,38,Intermountain Healthcare, Nonprofit Organization,3.3,10000+ employees,, 1975, Health Care Services & Hospitals, 2.8,177,"Salt Lake City, UT",11,19,1032,70,55, $5 to $10 billion (USD) per year,Low pay for RNs compared to similar cost of living in the US Utah severely underpays its simulation employees,Great benefits and caring coworkers Good benefits flexible schedules,,,www.intermountainhealthcare.org,2013
714,4.4,92,Costco Wholesale, Company - Public (COST) ,4.0,10000+ employees,, 1976, General Merchandise & Superstores, 2.5,"1,204","Issaquah, WA",12,16,6001,72,82, $10+ billion (USD) per year,No weekends off unless you are a full time employee if limited part time hard to move to,great benefits even for part time employees Great pay for little experience,,COST,www.costco.com,2013
1381,4.2,78,Boeing, Company - Public (BA) ,3.6,10000+ employees,, 1916, Aerospace & Defense, 2.8,"1,791","Chicago, IL",11,23,6937,66,66, $10+ billion (USD) per year,Work Life balance needs to be improved Some management upper management politics,Really good company with great benefits Nice place to work good benefits,,BA,www.boeing.com,2013
197,4.0,79,Dow, Company - Public (DOW) ,3.8,10000+ employees,, 1897, Chemical Manufacturing, 2.9,601,"Midland, MI",6,17,1827,77,79, $10+ billion (USD) per year,Midland is not a town for singles 30 somethings Very poor work life balance for Supply Chain jobs at HQ,Work life balance is also excellent Awesome benefits with a very positive work environment,,DOW,www.dow.com,2013
380,4.4,80,IKEA, Company - Private,3.3,10000+ employees,, 1943, Home Furniture & Housewares Stores, 2.5,"1,265","Conshohocken, PA",10,12,1045,78,55, Unknown / Non-Applicable,work life balance mostly on paper Inconsistent scheduling for part time employees,Great benefits coworkers oriented plus advancement opportunities Good benefits good work life balance,,,www.seeacareerwithus.com,2013
519,4.3,96,SAP, Company - Public (SAP) ,4.5,10000+ employees,, 1972, Computer Hardware & Software, 2.9,"2,184","Walldorf, Baden-Württemberg (Germany)",13,13,11340,74,92, $10+ billion (USD) per year,Work life balance sometimes is a problem Honestly no cons for this company,Good work life balance is encouraged Everything is good especially the work environment,,SAP,www.sap.com/careers,2013
479,3.3,90,Northwestern Mutual, Company - Private,3.8,5001 to 10000 employees,, 1857, Brokerage Services, 2.4,"2,609","Milwaukee, WI",13,27,3542,60,64, $10+ billion (USD) per year,Having to call on friends and family 100 commission based you get paid based on how hard you work,Great People flexibile hours and good pay Backed by a giving company who cares about their employees and provide great training and development,,,www.northwesternmutual.com,2013
201,4.5,67,Biogen, Company - Public (BIIB) ,3.6,5001 to 10000 employees,, 1978, Biotech & Pharmaceuticals, 2.9,240,"Cambridge, MA",18,22,846,60,65, $10+ billion (USD) per year,work life balance often tipped the wrong way Little to no representation in upper management,great place to work great benefits Work life balance was very good,,BIIB,www.biogen.com,2013
117,4.4,75,Digitas, 1980,3.3,5001 to 10000 employees,,, Subsidiary or Business Segment, 2.9,345,"Boston, MA",20,14,1076,66,63, Advertising & Marketing,lots of long hours all the time Work life balance lack of flexibility,great people great culture and great clients Many capabilities and smart people to learn from,,,www.digitas.com,2013
775,3.9,63,Qualcomm, Company - Public (QCOM) ,3.8,10000+ employees,, 1985, Computer Hardware & Software, 3.1,"2,019","San Diego, CA",13,24,5039,63,71, $10+ billion (USD) per year,Employee should learn work life balance long hours little growth for non engineer,Good work life balance and we can learn more Good benefits for the employees,,QCOM,www.qualcomm.com,2013
140,3.6,72,Fluor, Company - Public (FLR) ,3.8,10000+ employees,, 1890, Construction, 2.6,249,"Irving, TX",7,14,1600,79,77, $10+ billion (USD) per year,No job security for project based employees No cons as per my opinion i just wanted to learn on more areas,The work environment is welcoming Bat work life balance with lots of learning,,FLR,www.fluor.com,2013
135,4.2,97,MathWorks, Company - Private,4.2,1001 to 5000 employees,, 1984, Computer Hardware & Software, 2.8,"1,885","Natick, MA",14,29,901,57,92, $1 to $2 billion (USD) per year,Limited work from home allowance Slow and or lack of career growth and if their are plans for growth they aren t communicated,Great work life balance and work culture Great Culture very open work environment,,,www.mathworks.com,2013
228,4.1,89,General Mills, Company - Public (GIS) ,3.7,10000+ employees,, 1866, Food & Beverage Manufacturing, 3.2,718,"Minneapolis, MN",10,17,2100,73,76, $10+ billion (USD) per year,Work life balance can be a challenge in our digital age Decision making tension between region amp local markets hasn t been fully resolved yet,Flexibility in work life balance flexibility great people great opportunities for growth,,GIS,www.generalmills.com,2013
2303,4.5,91,Apple, Company - Public (AAPL) ,4.0,10000+ employees,, 1976, Computer Hardware & Software, 3.0,"7,031","Cupertino, CA",15,20,14921,65,77, $10+ billion (USD) per year,Work life balance is non existent working in a mall with long hours,Great company with great benefits It s a really fun work environment,,AAPL,www.apple.com,2013
120,4.2,96,Red Hat, Company - Public (RHT) ,4.1,10000+ employees,, 1993, Computer Hardware & Software, 3.0,472,"Raleigh, NC",22,14,1399,64,83, $2 to $5 billion (USD) per year,Open Source by default means that the code you write can and likely will be critiqued for the res5 of this eternity Sometimes work life balance affects as needs overlapping hours with US,Great culture and People support for open source work life balance good people,,RHT,www.redhat.com,2013
391,4.2,93,Hyatt, Company - Public (H) ,3.9,10000+ employees,, 1957," Hotels, Motels, & Resorts", 2.4,571,"Chicago, IL",12,14,2842,74,77, $2 to $5 billion (USD) per year,Unexpected shifts and long hours Work life balance will always be challenging in the hospitality industry where we offer services 24 7,There are a lot of great benefits Great company to work for in every department,,H,www.hyatt.com,2013
1625,4.2,83,Intel Corporation, Company - Public (INTC) ,4.0,10000+ employees,, 1968, Computer Hardware & Software, 3.0,"3,558","Santa Clara, CA",7,19,11849,74,80, $10+ billion (USD) per year,But work life balance totally compensates for that Big company gt good for career development but hard to executive your own innovative ideas,It works out because work life balance is very good Great Place To Work with good benefits,,INTC,www.intel.com,2013
93,3.6,93,Agilent Technologies, Company - Public (A) ,4.0,10000+ employees,, 1999, Biotech & Pharmaceuticals, 2.9,262,"Santa Clara, CA",12,22,1189,66,84, $2 to $5 billion (USD) per year,Work life balance quota challenges less mobility not very transparent upper management health care plans are not very good,Work life balance great leadership Nice and friendly work environment,,A,www.agilent.com/go/careers,2013
177,4.1,95,Mastercard, Company - Public (MA) ,4.0,10000+ employees,, 1966, Financial Transaction Processing, 2.9,589,"Purchase, NY",19,15,1676,66,81, $5 to $10 billion (USD) per year,El work life balance no es siempre el mejor Transition pains as we integrate more fully with Mastercard growing lack of transparency from senior management,Good place with equal importance on work life balance I really like the culture and work environment at Mastercard,,MA,www.mastercard.com,2013
178,3.8,71,JetBlue, Company - Public (JBLU) ,3.8,10000+ employees,, 1999, Transportation Management, 2.8,754,"Long Island City, NY",12,14,1131,74,71, $5 to $10 billion (USD) per year,A lot of down time in between flights and that prompts the drama among crewmembers Low top out for senior hourly employees compared to major airlines,Besides the flight benefits the rest of the benefits package is definitely satisfactory from my point of view Travel Benefits are great to have,,JBLU,www.jetblue.com,2013
178,4.2,33,MITRE, Nonprofit Organization,3.3,5001 to 10000 employees,, 1958, Federal Agencies, 2.8,230,"Bedford, MA",13,16,934,71,57, $1 to $2 billion (USD) per year,The seniors seem to forget what is like to be in the trenches solving problems for sponsors Lots of turnover in upper management,Great work life balance little to no overtime is expected Fair employment practices Low Stress for the most part Great Benefits,,,www.mitre.org,2013
55,4.0,82,Orbitz Worldwide, 1999,4.1,1001 to 5000 employees,,, Subsidiary or Business Segment, 3.0,146,"Chicago, IL",20,14,544,66,84, Internet, work life balance sometimes not so great,Good work life balance and good culture Very enjoyable work environment,,,www.orbitz.com,2013
187,3.4,95,Slalom, Company - Private,4.3,5001 to 10000 employees,, 2001, Consulting, 2.8,983,"Seattle, WA",15,8,1257,77,84, $1 to $2 billion (USD) per year,Lower salary compared to market industry Some roles can be more staff aug rather than consulting Our current 401k match is 50 of contributions up to 6 of your salary in total,Higher management really care about your work life balance Collaborative space with great people,,,www.slalom.com,2013
397,4.2,88,Trader Joe's, Company - Private,4.2,10000+ employees,, 1967, Grocery Stores & Supermarkets, 2.3,811,"Monrovia, CA",11,17,2765,72,84, $10+ billion (USD) per year,Management is not a diverse representation of the crew members Mates captains sometimes pick favorites which leads to distrust in the store,Awesome place to work and great benefits Work environment is stellar I ve been working there for 6 years,,,www.traderjoes.com,2013
308,4.2,83,Citrix, Company - Public (CTXS) ,3.7,5001 to 10000 employees,, 1989, Computer Hardware & Software, 3.0,742,"Fort Lauderdale, FL",21,19,2537,60,72, $2 to $5 billion (USD) per year,There is no work life balance at all Middle management struggle to take control and take credit,Excellent work life balance at Citrix Very laid back work environment,,CTXS,jobs.citrix.com,2013
719,4.6,96,Salesforce, Company - Public (CRM) ,4.3,10000+ employees,, 1999, Computer Hardware & Software, 3.2,"5,489","San Francisco, CA",9,5,5124,86,86, $10+ billion (USD) per year,Difficult to maintain work life balance There is no cons for working here,Salesforce is really a healthy organization The work life balance is amazing,,CRM,www.salesforce.com,2013
224,4.1,81,REI, Company - Private,3.8,5001 to 10000 employees,, 1938, Sporting Goods Stores, 2.4,451,"Kent, WA",14,12,1568,74,77, $2 to $5 billion (USD) per year,They keep expenses down by not providing full time work for most of the staff When you are working part time you cannot expect large paychecks,Great coworkers and management really does a good job of working with you to create a satisfying work life balance great company with great people,,,www.rei.com,2013
398,3.7,89,Cummins, Company - Public (CMI) ,3.9,10000+ employees,, 1919, Transportation Equipment Manufacturing, 2.8,"1,092","Columbus, IN",8,19,2903,73,84, $10+ billion (USD) per year,Work life balance can be improved Headquarters is in a small town,it has the perfect work life balance Great work environment and helpful people,,CMI,www.cummins.com,2013
197,4.1,95,Workday, Company - Public (WDAY) ,4.0,10000+ employees,, 2005, Enterprise Software & Network Solutions, 2.8,794,"Pleasanton, CA",29,16,1117,55,75, $2 to $5 billion (USD) per year,Proprietary language might not carry over well into different career paths Pleasanton is far away for many employees in the city or south north bay,Work life balance amp employee well being is empahsised Great company with a great culture,,WDAY,www.workday.com,2013
273,4.2,91,Shell, Company - Public (RDSA) ,3.9,10000+ employees,, 1907, Oil & Gas Exploration & Production, 3.3,"1,512","Houston, TX",11,23,4470,66,78, $10+ billion (USD) per year,huge organization leading to slow decision making Work life balance differs by division,Takes care of employee s work life balance great place with a friendly working environment,,RDSA,www.shell.us,2013
147,4.4,77,Akamai, Company - Public (AKAM) ,3.4,5001 to 10000 employees,, 1998, IT Services, 3.1,557,"Cambridge, MA",23,14,348,63,64, $2 to $5 billion (USD) per year,Work Life Balance could be better no cons to say its great company,Best place to work work life balance Amazing work and great work culture,,AKAM,www.akamai.com,2013
307,4.3,87,Gartner, Company - Public (IT) ,3.7,10000+ employees,, 1979, Consulting, 3.4,"1,326","Stamford, CT",23,17,2795,60,70, $2 to $5 billion (USD) per year,While work life balance is available you need to grab it location in fort myers was okay for the summer but not sure if i could do it full time,pretty laid back work life balance The people these are the smart people in the room that you always hear about when discussing successful projects,,IT,jobs.gartner.com,2013
225,3.8,71,Rackspace, Company - Private,3.3,5001 to 10000 employees,, 1998, IT Services, 3.2,481,"San Antonio, TX",23,15,1550,62,56, $2 to $5 billion (USD) per year,Some challenges with silos but most Rackers genuinely want to help each other Too many middle management tiers,Frontline Rackers are like family Relevant offerings and great culture,,,www.rackspace.com,2013
319,4.7,97,LinkedIn, 2003,4.3,10000+ employees,,, Subsidiary or Business Segment, 3.0,"1,657","Mountain View, CA",32,15,2519,53,84, Internet,High targets work life balance little visibility into how decisions are made by higher management After awhile you see how poorly trained some of the middle management it,You can have a very good work life balance Smart colleagues challenging problems to solve lots of free food,,,www.linkedin.com,2013
377,4.2,92,Chevron, Company - Public (CVX) ,4.0,10000+ employees,, 1879, Oil & Gas Exploration & Production, 2.8,618,"San Ramon, CA",7,17,2497,76,82, $10+ billion (USD) per year,Since the down of oil prices they cut down facilities and salaries for intern Work Life Balance was not so easy,Competitve pay with good work life balance Good and standard work environment,,CVX,www.chevron.com,2013
321,4.5,91,Southwest Airlines, Company - Public (LUV) ,4.3,10000+ employees,, 1967, Airlines, 2.6,"1,133","Dallas, TX",8,12,1777,80,84, $10+ billion (USD) per year,Sometimes there s mandatory overtime but they make you aware of that going in The airline doesn t fly to Asia or Europe,Great company culture with great benefits Flight Benefits amp other travel benefits it s such an awesome perk to be able to jump on a plane anytime I need without too much hassle,,LUV,www.southwest.com,2013
179,4.2,26,CareerBuilder, Company - Private,2.4,1001 to 5000 employees,, 1995, Internet, 2.7,166,"Chicago, IL",22,17,1163,61,28, $100 to $500 million (USD) per year,Since our leveraged buyout by Apollo Global these reason to work here no longer exist 95 of the sales reps that were in my hiring class are gone,Amazing flexibility and work life balance Great Benefits Great Work Life Balance,,,hiring.careerbuilder.com,2013
167,4.7,94,Boston Consulting Group, Company - Private,4.2,Unknown,, 1963, Consulting, 3.7,"1,600","Boston, MA",12,17,2186,71,83, $5 to $10 billion (USD) per year,Tough work life balance typical to consulting Long hours same as any top tier consulting firm,Working with Wonderful smart people very supportive culture with great people that want to help you grow and succeed,,,www.bcg.com,2013
156,4.3,95,In-N-Out Burger, Company - Private,4.3,10000+ employees,, 1948, Fast-Food & Quick-Service Restaurants, 2.3,408,"Irvine, CA",7,15,1414,78,88, $100 to $500 million (USD) per year,fast paced environment you are not off the shift until the manager says so You have to work your way into a full time position,its a good company great pay flexible schedules Fast paced work environment with good pay,,,www.in-n-out.com,2013
143,3.6,80,National Instruments, Company - Public (NATI) ,3.6,5001 to 10000 employees,, 1976, Electrical & Electronic Manufacturing, 3.0,715,"Austin, TX",8,19,1357,73,65, $1 to $2 billion (USD) per year,Low salary all the opportunities are in Austin only Low pay plus as an intern you will not be given that many important responsibilities,Great work life balance with very flexible work hours Incredible people incredible work environment,,NATI,www.ni.com,2013
153,3.9,85,Edelman, Company - Private,3.1,5001 to 10000 employees,, 1952, Advertising & Marketing, 2.9,510,"New York, NY",13,20,912,67,52, $500 million to $1 billion (USD) per year,work life balance can be tough Are there times when you re going to need to work some long hours or endure a heavy week and some weekend work,Great enthusiastic and smart people great work culture flexible and good work life balance,,,www.edelman.com,2013
1243,4.6,92,Google, Company - Public (GOOG) ,4.4,10000+ employees,, 1998, Internet, 3.3,"9,869","Mountain View, CA",16,23,9301,61,86, $10+ billion (USD) per year,Work life balance is questionable It s a big company with inexperienced management,It s great they always have free food Very smart people with great work life balance,,GOOG,www.google.com,2013
275,4.4,96,MD Anderson Cancer Center, Hospital,4.3,10000+ employees,, 1941, Health Care Services & Hospitals, 2.8,275,"Houston, TX",12,17,1513,71,87, $2 to $5 billion (USD) per year,Bureaucratic upper management slows down growth and innovation Recent changes in leadership have hurt morale There are no cons for this institution,Great benefits and working condition Excellent resources for leadership Good benefits Flexibility,,,www.mdanderson.org,2013
113,4.8,99,Bain & Company, Company - Private,4.6,5001 to 10000 employees,, 1973, Consulting, 3.6,"1,203","Boston, MA",7,18,2679,75,94, $2 to $5 billion (USD) per year,Client service model can mean long hours Work life balance pode melhorar,Great people amp team A Bainie never lets another Bainie fail World class professional development,,,www.bain.com,2013
137,4.1,28,Riverbed Technology, Company - Private,2.9,1001 to 5000 employees,, 2002, Computer Hardware & Software, 3.0,264,"San Francisco, CA",20,21,1026,59,38, $1 to $2 billion (USD) per year,Upper management became disconnected Growing pains like other good companies,Good pay with good work life balance with a long list of loyal customers Great people and great talent to work amp learn from,,,www.riverbed.com,2013
238,4.8,97,McKinsey & Company, Company - Private,4.5,10000+ employees,, 1926, Consulting, 3.8,"2,214","New York, NY",13,21,3585,66,91, Unknown / Non-Applicable,Can require long hours at times Work life balance is absolutely brutal,Working with incredibly smart people who are always pushing you to get to a better answer Great people truly global opportunities,,,www.mckinsey.com,2013
488,4.7,91,Facebook, Company - Public (FB) ,4.4,10000+ employees,, 2004, Internet, 3.1,"5,197","Menlo Park, CA",21,22,1445,57,87, $10+ billion (USD) per year,Work life balance can be better sometimes long hours and disconnect to overall strategy,Free food great atmosphere like a university campus Working with really smart people,,FB,www.facebook.com,2013
298,4.1,93,Stryker, Company - Public (SYK) ,3.9,10000+ employees,, 1941, Health Care Products Manufacturing, 3.3,"1,300","Portage, MI",23,25,2154,52,76, $10+ billion (USD) per year,Shift pattern can be hard to achieve a good work life balance sometimes long hours but overall good,Flexible timing work life balance Great company with a great mission to make healthcare better,,SYK,www.stryker.com,2014
138,2.9,88,Texas Roadhouse, Company - Public (TXRH) ,3.8,10000+ employees,, 1993, Casual Restaurants, 1.9,367,"Louisville, KY",10,15,2070,75,72, $1 to $2 billion (USD) per year,Long hours during night if a school student Late Night 3 table sections sharing party s,Flexible schedule fun environment excellent management team It s always busy too so good money is always a plus,,TXRH,www.texasroadhouse.com,2014
293,4.4,90,Memorial Sloan Kettering, Nonprofit Organization,3.9,10000+ employees,, 1884, Health Care Services & Hospitals, 3.0,542,"New York, NY",14,18,1261,68,76, $2 to $5 billion (USD) per year,Wished they were more MSK locations in Florida Easy to get lost and depressed in work if you can not find the work life balance,Great Benefits good pay great work life balance good benefits great area to work in,,,www.mskcc.org,2014
214,4.0,92,Texas Instruments, Company - Public (TXN) ,4.0,10000+ employees,, 1930, Electrical & Electronic Manufacturing, 3.0,"1,126","Dallas, TX",8,21,2349,71,77, $10+ billion (USD) per year,Poor work life balance in the fabs Always under constant stress and worries upper management will come down at you for every little thing,TI provides the best work life balance It has very good work environment,,TXN,www.ti.com,2014
445,4.0,90,NBCUniversal, Company - Public (CMCSA) ,3.7,10000+ employees,, 1906, TV Broadcast & Cable Networks, 2.8,953,"New York, NY",17,21,1995,62,70, $10+ billion (USD) per year,Long hours on the team that I m on but all organizations are different Terrible work life balance with the crazy hours,The work environment was laid back Great people who are passionate about what they do,,CMCSA,www.nbcuni.com,2014
512,3.0,90,Chick-fil-A, Company - Private,3.9,5001 to 10000 employees,, 1946, Fast-Food & Quick-Service Restaurants, 2.2,"1,331","Atlanta, GA",11,15,5449,74,75, $5 to $10 billion (USD) per year,Fast paced that may not be for everyone Long hours of standing on your feet,Superb customer service at all times You get free food on breaks every shift you work,,,www.chick-fil-a.com,2014
693,3.9,80,Walt Disney Company, Company - Public (DIS) ,3.8,10000+ employees,, 1923, Motion Picture Production & Distribution, 2.7,"1,311","Burbank, CA",11,18,4101,71,75, $10+ billion (USD) per year,Salary not so good and long hours without break Chance of signing on full time is only fifty fifty even if you are a good competent worker,Great company with great benefits Good work life balance benefits,,DIS,www.disney.com,2014
