benefits_n_reviews,benefits_rating,ceo_score,company,cotype,culture_score,employee_count,end_date,founded,industry,interview_difficulty,interview_n_reviews,location,negative_xp,neutral_xp,number_reviews,positive_xp,recommendation,revenue,reviewscon,reviewspro,start_date,ticker,website,year
150,4.0,94,NIH, Government,4.1,10000+ employees,10/21/18, 1887, Biotech & Pharmaceuticals, 2.6,168,"Bethesda, MD",3,17,968,80,88, Unknown / Non-Applicable,A moins de vouloir devenir PI en lien avec la clinique c est un institut de passage pour les postdocs Government red tape congress annual funding fights,Overall positive work environment It s truly a great place to work,10/23/17,,www.nih.gov,
595,4.5,93,Intuit, Company - Public (INTU) ,4.3,5001 to 10000 employees,10/21/18, 1983, Computer Hardware & Software, 3.0,"1,133","Mountain View, CA",24,16,4221,60,86, $2 to $5 billion (USD) per year,Some business units have less work life balance respect Too much pressure for middle management,The company has a good work life balance One of the best companies with great benefits,10/23/17,INTU,www.intuit.com,
107,4.1,97,E. & J. Gallo Winery, Company - Private,4.5,5001 to 10000 employees,10/21/18, 1933, Food & Beverage Manufacturing, 2.9,378,"Modesto, CA",10,12,451,78,92, $2 to $5 billion (USD),with a strong consumer focus Work life balance can be a challenging at times,Work Life Balance with many resources available Great people and products,10/23/17,,www.gallocareers.com,
193,3.9,98,NVIDIA, Company - Public (NVDA) ,4.6,10000+ employees,10/21/18, 1993, Computer Hardware & Software, 3.2,"1,089","Santa Clara, CA",17,24,809,59,94, $5 to $10 billion (USD) per year,Work life balance is sometimes a problem I found No cons as of working here,Great work culture free food cutting edge technology Good work environment good compensation,10/23/17,NVDA,www.nvidia.com,
67,3.9,93,Trilogy Health Services, Company - Private,4.3,10000+ employees,10/21/18, 1997, Health Care Services & Hospitals, 2.3,100,"Louisville, KY",15,10,673,75,86, Unknown / Non-Applicable,There are no cons to working here They are very short staffed as well,Great benefits weekly pay tuition reimbursement Clean environment competitive pay and great benefits,10/23/17,,www.trilogyjobs.com,
2670,4.4,97,Microsoft, Company - Public (MSFT) ,4.2,10000+ employees,10/21/18, 1975, Computer Hardware & Software, 3.1,"8,014","Redmond, WA",13,22,20565,65,87, $10+ billion (USD) per year,May need more work life balance but still managable Poor review system promotes mediocrity,They have a great work life balance with lots of flexibility Good salary Smart people Beautiful workplaces,10/23/17,MSFT,www.microsoft.com,
123,4.2,96,Illumina, Company - Public (ILMN) ,4.2,5001 to 10000 employees,10/21/18, 1998, Biotech & Pharmaceuticals, 3.1,548,"San Diego, CA",17,24,782,59,85, $2 to $5 billion (USD) per year,Work life balance growing faster than our resources Fast paced A lot of things change very rapidly internally so you d better catch up,It is an exciting fast paced company where things are always evolving care to employees welfare work life balance,10/23/17,ILMN,www.illumina.com,
66,4.3,93,Compass, Company - Private,4.3,1001 to 5000 employees,10/21/18, 2012, Enterprise Software & Network Solutions, 2.9,272,"New York, NY",44,11,463,45,86, $500 million to $1 billion (USD) per year,Fast paced but that is the beauty of it So far no cons that I have experienced personally,Great leadership team and mentorship Big company with a small business feel and company culture is awesome,10/23/17,,www.compass.com,
405,4.1,97,H E B, Company - Private,4.2,10000+ employees,10/21/18, 1905, Grocery Stores & Supermarkets, 2.5,772,"San Antonio, TX",11,14,3410,75,86, $10+ billion (USD) per year,full benefits are only for full time employees Part time hours can unreliable sometimes,Treated the partners fairly and good pay Flexible schedule vacation hours for part timers,10/23/17,,www.heb.com,
370,4.6,97,Adobe, Company - Public (ADBE) ,4.1,10000+ employees,10/21/18, 1982, Computer Hardware & Software, 3.1,"1,072","San Jose, CA",23,15,1141,62,84, $5 to $10 billion (USD) per year,i think there is no cons from my side Some Teams does not acheive work life balance,Awesome company with great work life balance Great benefits and good work life balance,10/23/17,ADBE,www.adobe.com,
201,4.6,88,Navy Federal Credit Union, Other Organization,4.0,10000+ employees,10/21/18, 1933, Banks & Credit Unions, 2.8,328,"Vienna, VA",15,14,951,71,82, Unknown / Non-Applicable,Work life balance needs some work Decisions made by upper management aren t always the best for the company,Great benefits for full time employee Amazing benefits great pay and amazing leadership,10/23/17,,www.navyfederal.org,
440,4.1,88,Delta Air Lines, Company - Public (DAL) ,4.2,10000+ employees,10/21/18, 1928, Airlines, 3.0,"2,721","Atlanta, GA",7,17,2588,76,86, $10+ billion (USD) per year,Specific co op position did not lead into full time opportunities for a similar position At the time Ready Reserve was 5 hours 5 days a week,Flight benefits are absolutely great travel benefits and corporate culture,10/23/17,DAL,www.deltajobs.net/career_destinations.htm,
519,4.3,96,SAP, Company - Public (SAP) ,4.5,10000+ employees,10/21/18, 1972, Computer Hardware & Software, 2.9,"2,184","Walldorf, Baden-Württemberg (Germany)",13,13,11344,74,92, $10+ billion (USD) per year,Work life balance sometimes is a problem Honestly no cons for this company,Good work life balance is encouraged Everything is good especially the work environment,10/23/17,SAP,www.sap.com/careers,
161,4.8,97,Fast Enterprises, Company - Private,4.3,1001 to 5000 employees,10/21/18, 1997, IT Services, 2.7,541,"Centennial, CO",10,15,719,75,86, $25 to $50 million (USD) per year, Might have to work long hours from time to time,You get the opportunity to work for a private company with great benefits while benefiting society Paid overtime,10/23/17,,www.fastenterprises.com,
79,3.7,98,Smile Brands, Company - Private,4.6,5001 to 10000 employees,10/21/18, 1998, Health Care Services & Hospitals, 2.2,73,"Irvine, CA",10,15,935,75,94, $500 million to $1 billion (USD) per year,No cons in all the time I have worked here Still would love to see 401K match,They also provide great benefits which allow employees to have flexibility with their working schedule Having a Culture that promotes Smiles For Everyone makes it easy to get involved with helping the less fortunate,10/23/17,,www.smilebrands.com,
97,4.3,97,Lawrence Livermore National Laboratory, Government,4.7,5001 to 10000 employees,10/21/18, 1952, Federal Agencies, 2.9,120,"Livermore, CA",7,10,552,83,95, $1 to $2 billion (USD) per year,Some processes are slower due to red tape Cost of living in this area is high and the salary is average,Promote a good work life balance A great place for a long term career,10/23/17,,www.llnl.gov,
397,4.2,88,Trader Joe's, Company - Private,4.2,10000+ employees,10/21/18, 1967, Grocery Stores & Supermarkets, 2.3,811,"Monrovia, CA",11,17,2765,72,84, $10+ billion (USD) per year,Management is not a diverse representation of the crew members Mates captains sometimes pick favorites which leads to distrust in the store,Awesome place to work and great benefits Work environment is stellar I ve been working there for 6 years,10/23/17,,www.traderjoes.com,
20,4.2,99,Sammons Financial Group, Company - Private,4.8,1001 to 5000 employees,10/21/18, 1996, Insurance Carriers, 2.8,11,"West Des Moines, IA",9,18,243,73,97, $1 to $2 billion (USD) per year,There are no cons to working at Sammons None come to mind at this point,Employees are treated well with a great work life balance You don t feel like just a number here at SFG,10/23/17,,www.sammonsfinancialgroup.com,
74,4.0,94,"Ryan, LLC", Company - Private,4.2,1001 to 5000 employees,10/21/18, 1991, Accounting, 2.7,146,"Dallas, TX",20,10,740,70,87, $100 to $500 million (USD) per year,Work Life balance can be a challenge because of commitment to customer success Top leadership principals can at times be inattentive to needs of lower level leadership and teams,My Ryan is an excellent program for work life balance Flexible work environment with tons of opportunity,10/23/17,,www.ryan.com,
135,4.1,93,Paylocity, Company - Public (PCTY) ,4.2,1001 to 5000 employees,10/21/18, 1997, Computer Hardware & Software, 2.9,246,"Schaumburg, IL",18,9,1052,73,83, $100 to $500 million (USD) per year,Still a new growing comapany with some growing pains but other than that I have no complaints There is no Cons to working at Paylocity,Good place to work to achieve work life balance The amount of money you can make at Paylocity is almost a little hard to believe especially considering you get to work from home,10/23/17,PCTY,www.paylocity.com,
223,4.8,96,Ultimate Software, Company - Private,4.5,5001 to 10000 employees,10/21/18, 1990, Enterprise Software & Network Solutions, 2.9,368,"Weston, FL",21,11,1063,68,91, $500 million to $1 billion (USD) per year,There are no cons at Ultimate Software At times there is no work life balance,People First in every sense of the words this company has great benefits,10/23/17,,www.ultimatesoftware.com,
154,4.2,97,DocuSign, Company - Public (DOCU) ,4.6,1001 to 5000 employees,10/21/18, 2003, Computer Hardware & Software, 2.8,337,"San Francisco, CA",38,14,999,48,89, $500 million to $1 billion (USD) per year,Some growing pains around processes 401K match needed once we go public,DocuSign really lives up to the expectations for company culture amp work life balance DocuSign hits the trifecta great team great product and great work,10/23/17,DOCU,www.docusign.com,
104,4.6,98,HubSpot, Company - Public (HUBS) ,4.7,1001 to 5000 employees,10/21/18, 2006, Computer Hardware & Software, 3.3,867,"Cambridge, MA",23,15,975,62,96, $100 to $500 million (USD) per year,Tough to strike a work life balance sometimes Fast growth creates some growing pains like needing to develop new managers leaders,unlimited vacation PTO use good judgement Good focus on work life balance,10/23/17,HUBS,www.hubspot.com,
127,4.0,97,Power Home Remodeling, Company - Private,4.6,1001 to 5000 employees,10/21/18, 1992, Construction, 2.4,378,"Chester, PA",19,17,1644,64,91, $500 million to $1 billion (USD) per year,The schedule can be very demanding at times with late nights so a work life balance can be tricky the only downside is the long hours but that s about it,Amazing earning potential just an overall great place to work This is the most positive work environment that I have ever come across in all my years of employment,10/23/17,,www.powerhrg.com,
187,3.4,95,Slalom, Company - Private,4.3,5001 to 10000 employees,10/21/18, 2001, Consulting, 2.8,983,"Seattle, WA",15,8,1258,77,84, $1 to $2 billion (USD) per year,Lower salary compared to market industry Some roles can be more staff aug rather than consulting Our current 401k match is 50 of contributions up to 6 of your salary in total,Higher management really care about your work life balance Collaborative space with great people,10/23/17,,www.slalom.com,
120,4.6,99,St. Jude Children's Research Hospital, Nonprofit Organization,4.6,1001 to 5000 employees,10/21/18, 1962, Health Care Services & Hospitals, 3.0,136,"Memphis, TN",9,7,584,84,92, $1 to $2 billion (USD) per year,Commute Traffic in Memphis can be quite infuriating There are no cons to working here,Cutting edge research institutional funding great benefits 7 St Really is a great place to work,10/23/17,,www.stjude.org,
62,4.4,97,Intuitive Surgical, Company - Public (ISRG) ,4.5,1001 to 5000 employees,10/21/18, 1995, Health Care Products Manufacturing, 3.1,188,"Sunnyvale, CA",16,13,401,71,89, $2 to $5 billion (USD) per year,Work life balance is basically enforced at a personal level there s no explicit pressure to work a lot but many people do so,Innovative company that is pushing the bounds of surgery Great product and a great company culture,10/23/17,ISRG,www.intuitive.com,
719,4.6,96,Salesforce, Company - Public (CRM) ,4.3,10000+ employees,10/21/18, 1999, Computer Hardware & Software, 3.2,"5,489","San Francisco, CA",9,5,5125,86,86, $10+ billion (USD) per year,Difficult to maintain work life balance There is no cons for working here,Salesforce is really a healthy organization The work life balance is amazing,10/23/17,CRM,www.salesforce.com,
